ADV,Sehr,0.0033613445378151263
ADV,so,0.022436974789915968
ADV,auch,0.08756302521008404
ADV,ausschließlich,0.0004201680672268908
ADV,äußerst,0.0004201680672268908
ADV,hier,0.012605042016806723
ADV,aber,0.016638655462184872
ADV,noch,0.03428571428571429
ADV,zwar,0.0034453781512605044
ADV,oftmals,0.0007563025210084033
ADV,extra,0.0003361344537815126
ADV,vorher,0.002184873949579832
ADV,dann,0.013949579831932773
ADV,endlich,0.0012605042016806723
ADV,allerdings,0.007310924369747899
ADV,einmal,0.003865546218487395
ADV,sofort,0.0021008403361344537
ADV,wieder,0.019327731092436976
ADV,erstmal,0.0001680672268907563
ADV,mehr,0.01680672268907563
ADV,fast,0.004789915966386555
ADV,mehrmals,0.0010084033613445378
ADV,zuletzt,0.0014285714285714286
ADV,sogar,0.004453781512605042
ADV,mittlerweile,0.0013445378151260505
ADV,nur,0.03857142857142857
ADV,rein,0.0003361344537815126
ADV,wirklich,0.0031932773109243696
ADV,einfach,0.00226890756302521
ADV,ja,0.0012605042016806723
ADV,Nie,0.0005042016806722689
ADV,immer,0.010840336134453782
ADV,nie,0.0035294117647058825
ADV,sehr,0.027058823529411764
ADV,dadurch,0.0020168067226890756
ADV,genau,0.0012605042016806723
ADV,Hier,0.005378151260504202
ADV,da,0.0019327731092436975
ADV,wohl,0.0033613445378151263
ADV,ganz,0.0017647058823529412
ADV,wenig,0.0010084033613445378
ADV,trotzdem,0.0007563025210084033
ADV,dahin,0.002184873949579832
ADV,So,0.00865546218487395
ADV,jetzt,0.002184873949579832
ADV,wobei,0.004621848739495798
ADV,mindestens,0.002184873949579832
ADV,wo,0.011092436974789916
ADV,leider,0.0018487394957983194
ADV,schon,0.010840336134453782
ADV,davon,0.006050420168067227
ADV,aussen,0.00025210084033613445
ADV,dafür,0.0031092436974789915
ADV,umso,0.00025210084033613445
ADV,Unbedingt,0.0001680672268907563
ADV,mal,0.002773109243697479
ADV,Dabei,0.004957983193277311
ADV,drinnen,0.0001680672268907563
ADV,draußen,0.00025210084033613445
ADV,also,0.004285714285714286
ADV,lange,0.0014285714285714286
ADV,gleich,0.0012605042016806723
ADV,mit,0.000588235294117647
ADV,Leider,0.0015126050420168067
ADV,nahezu,0.0015126050420168067
ADV,Wie,0.0012605042016806723
ADV,übrigens,0.000588235294117647
ADV,dort,0.015798319327731094
ADV,super,0.0005042016806722689
ADV,darauf,0.005630252100840336
ADV,Besonders,0.0021008403361344537
ADV,davor,0.0006722689075630252
ADV,zu,0.004285714285714286
ADV,Nun,0.0013445378151260505
ADV,warum,0.0006722689075630252
ADV,selbst,0.00957983193277311
ADV,bereits,0.010084033613445379
ADV,Sofort,0.0001680672268907563
ADV,Daher,0.0012605042016806723
ADV,Vielleicht,0.0004201680672268908
ADV,nun,0.005630252100840336
ADV,los,0.0004201680672268908
ADV,Da,0.001176470588235294
ADV,umsonst,0.00025210084033613445
ADV,darüber,0.0020168067226890756
ADV,evtl,0.0001680672268907563
ADV,aufgetretene,0.0001680672268907563
ADV,überhaupt,0.0021008403361344537
